ID PERSONA,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
2003,BUENO,3,PROPIA,36,26,CASADO,NO,FIJO,45,133,26000,0,1000,1300
2004,BUENO,4,RENTADA,48,34,CASADO,NO,FIJO,79,185,0,0,750,1431
2005,BUENO,2,PROPIA,36,47,CASADO,NO,FIJO,60,70,5000,0,1200,1397
2006,MALO,0,OTRO,36,49,CASADO,SÍ,FREELANCER,60,0,0,0,1000,1800
2007,BUENO,15,PROPIA,36,51,CASADO,SÍ,FREELANCER,45,160,15000,0,2000,3318
2008,BUENO,0,PADRES,12,27,SOLTERO,NO,FREELANCER,45,857,35000,0,1000,2000
2009,BUENO,3,RENTADA,60,42,CASADO,NO,FIJO,105,150,25000,0,1000,1338
2010,MALO,5,RENTADA,60,47,SOLTERO,SÍ,FIJO,46,106,8500,0,2500,2664
2011,MALO,0,PADRES,48,26,SOLTERO,NO,FIJO,35,120,0,0,1100,1100
2012,BUENO,16,PROPIA,60,42,CASADO,NO,FIJO,75,100,2000,0,1050,1490
2013,BUENO,14,RENTADA,36,32,CASADO,NO,FIJO,87,120,0,0,550,750
2014,BUENO,5,PROPIA,48,40,CASADO,NO,FREELANCER,75,61,11000,770,1200,1483
2015,BUENO,2,PROPIA,60,25,CASADO,NO,FIJO,45,79,6000,2700,1300,1681
2016,BUENO,1,PROPIA,36,30,CASADO,NO,FREELANCER,75,0,6000,0,700,850
2017,BUENO,14,RENTADA,48,28,CASADO,NO,FIJO,60,146,0,0,1450,1474
2018,BUENO,8,PADRES,60,32,SEPARADO,NO,FIJO,75,118,3500,0,1350,1729
2019,BUENO,2,PADRES,36,24,SOLTERO,NO,FIJO,35,69,3000,0,600,1604
2020,MALO,15,PROPIA,60,52,CASADO,SÍ,FIJO,60,130,4000,0,1300,1450
2021,MALO,0,PROPIA,60,36,CASADO,NO,MEDIO TIEMPO,90,113,4000,198,400,790
2022,BUENO,0,PADRES,36,27,CASADO,NO,FREELANCER,60,0,0,0,600,900
2023,BUENO,3,PROPIA,6,27,CASADO,NO,FIJO,60,150,4000,1500,400,1300
2024,BUENO,0,PROPIA,24,63,VIUDO,NO,OTRO,35,92,40000,0,1150,2244
2025,BUENO,0,PROPIA,48,47,SOLTERO,NO,FIJO,60,0,20000,0,1600,1856
2026,MALO,4,PRIVADA,60,23,CASADO,SÍ,FIJO,75,100,8000,1000,800,949
2027,MALO,1,RENTADA,60,21,SOLTERO,NO,MEDIO TIEMPO,41,60,0,0,850,930
2028,MALO,1,PADRES,36,25,SOLTERO,NO,MEDIO TIEMPO,35,53,0,0,600,1415
2029,BUENO,12,PADRES,36,30,SOLTERO,NO,FIJO,35,59,0,0,600,1206
2030,BUENO,2,PROPIA,60,45,CASADO,NO,FIJO,75,165,3000,0,900,1500
2031,BUENO,1,PADRES,30,22,SOLTERO,NO,FIJO,35,111,0,0,775,1100
2032,BUENO,16,PROPIA,60,32,CASADO,NO,FIJO,60,93,4000,1100,800,1246
2033,BUENO,3,PRIVADA,36,20,CASADO,NO,FIJO,45,50,1500,100,1000,1387
2034,BUENO,1,PROPIA,60,29,CASADO,SÍ,FIJO,60,111,4000,2000,750,856
2035,BUENO,7,PROPIA,12,23,CASADO,NO,FIJO,45,60,3500,0,500,1595
2036,BUENO,12,RENTADA,18,27,CASADO,NO,FIJO,67,68,0,0,100,675
2037,MALO,14,PROPIA,60,37,CASADO,SÍ,FIJO,75,60,2500,0,1500,1648
2038,MALO,10,PROPIA,24,53,CASADO,SÍ,FIJO,60,60,3000,0,1750,2038
2039,BUENO,20,RENTADA,24,40,CASADO,NO,FIJO,87,117,0,0,350,350
2040,BUENO,15,PROPIA,36,38,CASADO,SÍ,FREELANCER,45,110,7000,0,450,550
2041,BUENO,8,PROPIA,36,52,CASADO,NO,FIJO,60,65,5000,0,625,725
2042,MALO,2,RENTADA,60,54,CASADO,NO,FIJO,75,0,0,0,1700,1700
2043,MALO,2,RENTADA,36,29,SOLTERO,SÍ,FREELANCER,35,0,0,0,1000,1600
2044,BUENO,4,PROPIA,60,31,CASADO,NO,FIJO,60,177,3000,0,1300,1409
2045,BUENO,13,PROPIA,60,50,CASADO,NO,FIJO,45,90,3000,0,800,1268
2046,BUENO,4,PADRES,60,32,SOLTERO,NO,FIJO,35,150,0,0,700,2061
2047,BUENO,5,PADRES,48,28,CASADO,NO,FIJO,45,120,0,0,1100,1537
2048,BUENO,0,PROPIA,60,22,SOLTERO,NO,MEDIO TIEMPO,45,150,4000,0,1550,1657
2049,BUENO,7,PROPIA,36,31,CASADO,NO,FIJO,45,180,9000,1600,700,1400
2050,BUENO,7,RENTADA,24,32,SOLTERO,NO,FREELANCER,67,320,0,0,2000,3400
2051,BUENO,6,PROPIA,60,50,CASADO,NO,FIJO,60,260,6000,0,1650,1800
2052,BUENO,0,PRIVADA,36,60,CASADO,NO,FIJO,60,140,3000,0,1000,2050
2053,BUENO,11,PROPIA,36,55,DIVORCIADO,NO,FIJO,35,182,2000,0,500,1135
2054,BUENO,3,PROPIA,60,33,CASADO,NO,FIJO,60,129,3436,2686,800,880
2055,BUENO,2,PROPIA,60,38,CASADO,NO,FIJO,60,88,3500,500,1100,1263
2056,BUENO,16,PROPIA,36,43,CASADO,NO,FIJO,90,350,11000,0,600,2467
2057,BUENO,7,PROPIA,60,44,CASADO,NO,FREELANCER,90,190,10000,0,1350,1527
2058,BUENO,2,RENTADA,60,30,CASADO,SÍ,FIJO,52,70,0,0,950,1175
2059,BUENO,14,PROPIA,36,50,CASADO,NO,FIJO,45,80,2500,0,600,1180
2060,MALO,2,RENTADA,60,39,CASADO,SÍ,FIJO,89,140,0,0,1500,1967
2061,BUENO,13,PROPIA,60,27,CASADO,NO,FIJO,60,112,3000,1485,800,1200
2062,MALO,15,RENTADA,60,39,CASADO,NO,FIJO,90,150,0,0,1450,1450
2063,BUENO,8,RENTADA,36,30,CASADO,NO,FIJO,71,112,8000,0,1000,1175
2064,MALO,0,RENTADA,60,33,CASADO,NO,FREELANCER,85,100,0,0,1150,1760
2065,BUENO,4,RENTADA,60,34,CASADO,NO,MEDIO TIEMPO,84,85,0,0,800,1293
2066,BUENO,17,PROPIA,48,34,CASADO,NO,FIJO,60,162,3500,0,1250,1650
2067,MALO,0,PADRES,60,25,SOLTERO,SÍ,FIJO,35,95,8000,0,1250,1742
2068,BUENO,20,PROPIA,12,47,CASADO,NO,FREELANCER,90,400,15000,1000,800,2335
2069,BUENO,6,OTRO,12,60,CASADO,NO,FREELANCER,90,700,28000,0,1350,1612
2070,MALO,4,PRIVADA,48,30,CASADO,NO,FIJO,105,72,2500,750,1200,1410
2071,BUENO,5,PROPIA,48,39,CASADO,SÍ,FREELANCER,45,100,30000,0,1550,2294
2072,BUENO,12,OTRO,36,41,SOLTERO,NO,FIJO,35,100,0,0,500,1600
2073,BUENO,5,PROPIA,60,31,SEPARADO,SÍ,FIJO,35,64,5000,0,400,824
2074,BUENO,1,PRIVADA,36,27,CASADO,NO,FIJO,45,124,0,0,1300,1636
2075,BUENO,40,PROPIA,24,60,CASADO,NO,FREELANCER,45,80,7500,0,325,1365
2076,MALO,8,RENTADA,24,30,CASADO,SÍ,FREELANCER,60,0,0,0,450,600
2077,BUENO,4,PROPIA,60,37,CASADO,NO,FIJO,75,0,5000,900,500,1205
2078,BUENO,0,PROPIA,36,21,SOLTERO,NO,FIJO,45,206,4000,0,1500,1600
2079,MALO,20,PROPIA,48,51,CASADO,SÍ,FIJO,45,213,5000,1000,1100,1376
2080,BUENO,6,RENTADA,48,34,CASADO,NO,FIJO,87,120,0,0,1150,1400
2081,BUENO,2,RENTADA,60,26,CASADO,NO,MEDIO TIEMPO,85,97,6000,0,1070,1172
2082,BUENO,2,PROPIA,48,30,CASADO,NO,FIJO,75,180,4000,0,1500,2065
2083,MALO,3,PRIVADA,30,22,SOLTERO,NO,FREELANCER,60,0,5000,0,1200,1426
2084,MALO,1,PADRES,60,24,SOLTERO,NO,FIJO,35,70,0,0,1750,1750
2085,BUENO,14,PROPIA,60,49,CASADO,NO,FREELANCER,60,103,36000,0,1300,1648
2086,MALO,1,RENTADA,60,55,CASADO,SÍ,FIJO,91,157,0,0,2500,2860
2087,MALO,21,PRIVADA,60,36,CASADO,NO,FIJO,45,179,3500,0,2000,2220
2088,MALO,1,OTRO,48,32,CASADO,NO,FIJO,60,69,0,0,2000,2580
2089,BUENO,40,PROPIA,24,63,CASADO,NO,FIJO,45,250,55000,0,1000,1751
2090,BUENO,4,PRIVADA,60,27,CASADO,NO,FIJO,45,53,2500,300,780,861
2091,BUENO,2,PADRES,36,22,SOLTERO,NO,FIJO,35,52,0,0,800,1762
2092,BUENO,6,PROPIA,60,38,CASADO,NO,FIJO,90,145,3000,0,1800,2218
2093,BUENO,1,PROPIA,12,27,CASADO,NO,FIJO,45,70,6000,5700,600,1628
2094,MALO,6,RENTADA,60,31,CASADO,SÍ,FIJO,86,113,0,0,1150,1736
2095,BUENO,20,PROPIA,36,48,CASADO,NO,FIJO,75,303,8000,0,1000,1831
2096,BUENO,3,RENTADA,48,33,CASADO,NO,FREELANCER,89,291,0,0,900,1041
2097,BUENO,0,PROPIA,18,20,SOLTERO,NO,MEDIO TIEMPO,35,180,4000,0,700,960
2098,MALO,2,PADRES,48,20,SOLTERO,NO,FIJO,35,136,0,0,900,1022
2099,MALO,4,OTRO,48,41,CASADO,SÍ,FREELANCER,45,140,0,0,1000,1250
2100,BUENO,3,RENTADA,48,36,CASADO,NO,FIJO,71,105,0,0,350,1526
2101,BUENO,4,PROPIA,36,27,CASADO,NO,FIJO,60,94,12000,0,1000,1888
2102,BUENO,8,PROPIA,60,36,CASADO,NO,FIJO,75,219,8500,800,1600,1852
2103,BUENO,1,PADRES,36,29,SOLTERO,NO,FIJO,35,66,0,0,700,1018
2104,BUENO,1,RENTADA,60,23,CASADO,NO,FIJO,54,92,0,0,1000,1300
2105,BUENO,2,OTRO,36,29,SOLTERO,NO,FIJO,35,70,0,0,300,850
2106,BUENO,7,PROPIA,60,39,CASADO,NO,FIJO,90,142,6000,0,1300,1534
2107,BUENO,18,PROPIA,60,38,CASADO,NO,FIJO,75,138,6000,0,1000,2018
2108,BUENO,15,PROPIA,36,47,CASADO,NO,FIJO,75,230,13000,1400,1400,1568
2109,BUENO,9,PROPIA,36,43,CASADO,NO,FREELANCER,90,142,24000,0,2500,2700
2110,BUENO,30,PROPIA,24,58,CASADO,NO,FREELANCER,60,216,11000,0,983,1200
2111,BUENO,15,PADRES,18,30,CASADO,NO,FIJO,45,260,8000,1500,500,2071
2112,BUENO,1,PADRES,36,24,SOLTERO,NO,FIJO,35,60,0,0,1000,1602
2113,MALO,7,RENTADA,60,25,CASADO,NO,FIJO,51,63,0,0,1100,1297
2114,BUENO,12,RENTADA,36,51,CASADO,NO,FIJO,74,139,0,0,600,690
2115,MALO,12,RENTADA,48,47,CASADO,NO,FREELANCER,75,300,0,0,2000,2196
2116,MALO,14,PROPIA,60,53,CASADO,NO,FREELANCER,45,65,3500,0,1800,1979
2117,BUENO,2,PADRES,48,32,CASADO,NO,FIJO,60,167,2000,0,1450,1698
2118,MALO,2,RENTADA,36,35,SOLTERO,NO,FIJO,47,120,0,0,900,1200
2119,BUENO,13,PADRES,48,31,CASADO,NO,FIJO,75,80,0,0,1000,1575
2120,BUENO,3,PROPIA,60,38,CASADO,NO,FREELANCER,60,100,18000,0,1500,2360
2121,MALO,15,PROPIA,60,44,CASADO,NO,FIJO,75,240,10000,7000,1000,1026
2122,BUENO,8,PRIVADA,60,47,CASADO,NO,FREELANCER,75,178,2500,0,1600,1661
2123,BUENO,14,PROPIA,36,33,CASADO,NO,FIJO,60,92,7000,0,800,1115
2124,BUENO,7,PADRES,30,29,SOLTERO,NO,FIJO,35,250,3500,0,500,1634
2125,BUENO,0,PROPIA,60,29,CASADO,NO,MEDIO TIEMPO,75,70,4500,0,1150,1683
2126,BUENO,14,PROPIA,60,30,CASADO,NO,FIJO,45,120,6500,3000,760,895
2127,BUENO,6,PROPIA,36,28,CASADO,NO,FIJO,45,89,5000,0,800,1054
2128,BUENO,5,PROPIA,48,55,CASADO,NO,FREELANCER,90,41,30000,0,850,1344
2129,BUENO,29,PROPIA,60,52,CASADO,NO,FIJO,60,212,2200,0,1250,1301
2130,BUENO,2,RENTADA,36,24,CASADO,NO,FIJO,71,113,0,0,700,1338
2131,BUENO,32,RENTADA,36,52,CASADO,NO,FIJO,63,180,0,0,1100,1489
2132,BUENO,12,PROPIA,60,34,CASADO,NO,FIJO,75,172,10000,3900,1000,1568
2133,MALO,2,PROPIA,60,27,SOLTERO,NO,FIJO,60,46,3000,0,700,1130
2134,BUENO,5,PADRES,48,53,CASADO,NO,FIJO,60,50,0,0,650,869
2135,MALO,1,PRIVADA,48,41,CASADO,NO,MEDIO TIEMPO,75,80,4000,30,1100,1409
2136,MALO,3,PROPIA,60,32,CASADO,NO,FIJO,90,254,14000,10500,1650,2200
2137,BUENO,9,PADRES,60,32,CASADO,NO,FREELANCER,75,160,2000,0,1200,1541
2138,BUENO,4,PROPIA,60,22,SOLTERO,NO,OTRO,35,130,4000,0,750,997
2139,BUENO,25,PROPIA,36,55,CASADO,NO,FREELANCER,60,100,50000,0,1400,1705
2140,BUENO,1,PRIVADA,24,55,CASADO,NO,FIJO,60,184,15000,0,1600,4200
2141,MALO,1,RENTADA,60,56,CASADO,NO,MEDIO TIEMPO,88,133,0,0,750,784
2142,BUENO,11,RENTADA,48,31,CASADO,NO,FIJO,67,66,6200,0,1000,1541
2143,MALO,0,PROPIA,36,35,CASADO,SÍ,FIJO,75,120,4000,0,900,975
2144,BUENO,4,PROPIA,36,45,CASADO,SÍ,FIJO,60,98,2500,0,450,575
2145,MALO,1,PADRES,60,22,SOLTERO,NO,FIJO,35,45,0,0,1350,1520
2146,BUENO,1,PROPIA,60,25,CASADO,NO,FIJO,45,171,15000,0,550,2055
2147,BUENO,9,PADRES,60,35,CASADO,NO,FIJO,60,118,0,0,1000,1656
2148,BUENO,12,PROPIA,36,56,CASADO,NO,FIJO,75,205,5500,1950,275,300
2149,BUENO,4,PROPIA,60,38,CASADO,NO,FIJO,75,145,4500,0,1450,1657
2150,MALO,2,PRIVADA,36,34,CASADO,SÍ,FIJO,105,135,1200,0,400,425
2151,MALO,0,PRIVADA,48,46,CASADO,NO,MEDIO TIEMPO,75,125,8500,0,1575,1702
2152,BUENO,12,PROPIA,48,31,DIVORCIADO,NO,FIJO,35,117,4000,0,660,933
2153,BUENO,27,PROPIA,36,46,CASADO,SÍ,FIJO,60,260,15000,8000,690,1242
2154,BUENO,1,PADRES,60,41,CASADO,SÍ,FIJO,75,251,0,0,1450,2009
2155,BUENO,2,RENTADA,36,29,CASADO,NO,FIJO,88,130,0,0,500,600
2156,MALO,0,OTRO,60,42,CASADO,NO,FREELANCER,45,0,0,0,2700,3700
2157,MALO,0,RENTADA,30,30,CASADO,NO,FREELANCER,75,0,0,0,600,830
2158,MALO,2,PROPIA,36,50,CASADO,SÍ,FIJO,45,185,4000,0,950,950
2159,BUENO,2,RENTADA,48,37,SEPARADO,NO,FIJO,50,148,0,0,700,1805
2160,MALO,3,PRIVADA,60,32,CASADO,SÍ,FIJO,60,200,4500,2000,1600,1759
2161,BUENO,1,RENTADA,48,46,CASADO,NO,FIJO,95,200,0,0,1420,1595
2162,BUENO,3,PROPIA,48,28,CASADO,NO,MEDIO TIEMPO,75,61,4000,50,1250,1484
2163,BUENO,3,PROPIA,60,58,CASADO,NO,FIJO,75,150,5000,0,1100,2035
2164,BUENO,19,PROPIA,36,37,CASADO,NO,FIJO,75,170,2500,0,950,1339
2165,BUENO,1,PRIVADA,60,24,CASADO,NO,FIJO,45,115,14500,0,1400,1675
2166,BUENO,25,PROPIA,24,54,CASADO,NO,FREELANCER,75,215,15000,0,1500,2070
2167,BUENO,8,RENTADA,60,34,CASADO,NO,MEDIO TIEMPO,81,60,0,0,600,1400
2168,BUENO,30,PROPIA,36,56,CASADO,NO,FIJO,60,150,2000,0,400,450
2169,BUENO,15,PROPIA,60,33,CASADO,NO,FIJO,90,144,3000,200,960,960
2170,BUENO,18,PROPIA,18,50,CASADO,NO,FIJO,60,75,3000,0,280,434
2171,BUENO,4,RENTADA,12,21,SOLTERO,NO,FIJO,52,70,0,0,400,700
2172,BUENO,13,PROPIA,36,61,CASADO,NO,FREELANCER,60,120,2500,0,600,980
2173,BUENO,13,RENTADA,60,53,SEPARADO,NO,FIJO,57,222,4600,0,1000,2300
2174,BUENO,4,RENTADA,60,21,SOLTERO,NO,FIJO,47,120,8000,0,2100,2100
2175,BUENO,1,RENTADA,60,24,CASADO,NO,FIJO,77,165,0,0,1500,1736
2176,BUENO,25,PROPIA,48,44,CASADO,NO,FREELANCER,75,250,20000,0,700,1100
2177,MALO,10,OTRO,12,31,CASADO,NO,OTRO,90,65,0,0,225,375
2178,BUENO,6,PADRES,60,31,CASADO,SÍ,FIJO,45,94,0,0,500,1418
2179,MALO,0,RENTADA,36,42,SOLTERO,NO,MEDIO TIEMPO,49,141,0,0,800,1165
2180,BUENO,20,PRIVADA,36,46,CASADO,NO,FIJO,60,150,2000,0,910,1128
2181,MALO,0,PADRES,36,23,SOLTERO,SÍ,MEDIO TIEMPO,35,66,0,0,1000,1200
2182,BUENO,4,PROPIA,60,64,CASADO,NO,OTRO,45,82,8000,0,1000,1590
2183,MALO,0,PROPIA,48,45,CASADO,NO,FIJO,90,156,5000,0,1350,1357
2184,BUENO,12,PROPIA,60,40,CASADO,NO,FIJO,75,114,6000,192,1330,1935
2185,BUENO,2,PROPIA,36,42,CASADO,NO,MEDIO TIEMPO,75,92,3000,0,550,850
2186,BUENO,3,PADRES,60,31,SOLTERO,NO,MEDIO TIEMPO,35,0,2000,0,1200,1661
2187,MALO,2,PROPIA,30,32,CASADO,NO,FIJO,90,74,1500,0,500,650
2188,BUENO,0,PROPIA,48,31,CASADO,NO,FIJO,75,178,5000,0,1100,1487
2189,BUENO,3,PROPIA,12,57,CASADO,NO,FIJO,45,150,19000,1408,550,800
2190,MALO,2,PADRES,36,36,CASADO,NO,FREELANCER,90,59,0,0,500,715
2191,BUENO,4,PADRES,60,26,SOLTERO,NO,FREELANCER,35,60,0,0,600,710
2192,BUENO,5,PROPIA,48,32,CASADO,NO,FREELANCER,75,110,9500,0,1195,1244
2193,BUENO,20,RENTADA,60,38,CASADO,NO,FIJO,75,150,0,0,1150,1450
2194,BUENO,12,PADRES,48,38,SEPARADO,NO,FIJO,35,154,0,0,1300,2094
2195,BUENO,6,PROPIA,60,29,CASADO,NO,FIJO,60,220,15000,4500,1200,1256
2196,BUENO,5,PADRES,24,27,SOLTERO,NO,FREELANCER,35,115,10000,0,325,425
2197,MALO,7,RENTADA,60,38,CASADO,NO,FREELANCER,90,0,0,0,1370,1397
2198,BUENO,1,PADRES,60,30,SOLTERO,NO,FIJO,35,113,0,0,930,955
2199,MALO,1,PROPIA,48,33,CASADO,NO,FREELANCER,60,198,3000,0,1800,2196
2200,MALO,0,NO DIJO ,48,37,CASADO,NO,FIJO,60,80,18000,0,900,975
2201,BUENO,7,RENTADA,60,60,CASADO,NO,FIJO,68,77,4000,0,800,1054
2202,BUENO,8,RENTADA,48,26,CASADO,NO,FREELANCER,82,219,0,0,1400,1635
2203,BUENO,1,PROPIA,48,42,SEPARADO,NO,FREELANCER,75,310,3500,0,1300,1700
2204,BUENO,20,RENTADA,60,45,CASADO,SÍ,FREELANCER,93,175,1500,0,1500,1645
2205,MALO,5,PROPIA,60,28,CASADO,SÍ,FREELANCER,75,0,21500,0,2000,2700
2206,BUENO,18,PROPIA,60,35,CASADO,NO,FIJO,75,179,7000,3200,1000,1455
2207,BUENO,4,PADRES,60,28,DIVORCIADO,NO,FIJO,35,185,0,0,1500,1797
2208,BUENO,14,PROPIA,60,29,CASADO,NO,FIJO,60,210,8000,2500,1100,2050
2209,BUENO,0,RENTADA,60,25,CASADO,NO,FIJO,53,77,0,0,870,920
2210,BUENO,30,PROPIA,36,52,CASADO,NO,FREELANCER,45,33,3000,0,600,1011
2211,MALO,0,RENTADA,36,36,CASADO,NO,MEDIO TIEMPO,82,70,3500,0,500,1350
2212,MALO,1,PADRES,60,23,CASADO,NO,MEDIO TIEMPO,45,83,0,0,1140,1461
2213,MALO,10,PROPIA,36,40,CASADO,NO,FREELANCER,90,17,9000,0,450,550
2214,BUENO,2,PROPIA,24,20,SOLTERO,NO,FIJO,45,176,5000,0,700,1299
2215,BUENO,1,PADRES,48,23,SOLTERO,NO,FIJO,35,65,0,0,400,1195
2216,BUENO,1,RENTADA,60,35,CASADO,NO,MEDIO TIEMPO,83,76,10000,0,1000,1350
2217,BUENO,19,NO DIJO ,36,43,CASADO,NO,FIJO,75,110,2000,300,700,1553
2218,MALO,8,RENTADA,60,58,CASADO,SÍ,FIJO,60,0,0,0,1400,1996
2219,BUENO,0,PROPIA,24,33,SEPARADO,NO,FIJO,35,170,3000,0,600,1589
2220,MALO,5,OTRO,60,42,CASADO,NO,FIJO,75,95,0,0,1000,1067
2221,MALO,2,PROPIA,48,43,CASADO,NO,MEDIO TIEMPO,60,95,4000,1300,700,975
2222,MALO,0,RENTADA,18,24,SOLTERO,NO,MEDIO TIEMPO,39,40,0,0,300,460
2223,BUENO,12,PROPIA,60,34,CASADO,SÍ,FIJO,75,165,5000,1500,1600,1682
2224,MALO,1,PROPIA,60,46,CASADO,NO,FIJO,75,50,2000,0,750,1302
2225,BUENO,14,PROPIA,60,45,CASADO,SÍ,FIJO,60,164,4000,0,1050,1383
2226,BUENO,2,PADRES,48,25,CASADO,NO,FREELANCER,60,150,0,0,1000,1300
2227,MALO,1,PADRES,12,26,SOLTERO,NO,MEDIO TIEMPO,35,0,0,0,190,693
2228,MALO,1,OTRO,30,20,SOLTERO,NO,FIJO,35,90,0,0,450,500
2229,BUENO,3,PROPIA,60,30,CASADO,NO,FIJO,45,200,10000,2969,1650,1750
2230,BUENO,1,RENTADA,60,35,VIUDO,NO,FIJO,45,100,0,0,1250,1400
2231,BUENO,22,PADRES,36,38,CASADO,NO,FIJO,75,110,2000,0,780,1785
2232,BUENO,30,PROPIA,48,59,CASADO,NO,FIJO,45,150,4000,0,660,933
2233,MALO,2,OTRO,24,37,CASADO,SÍ,FREELANCER,60,0,0,0,1000,1795
2234,BUENO,1,PADRES,48,40,CASADO,NO,FIJO,75,121,0,0,1320,1600
2235,BUENO,5,RENTADA,48,34,DIVORCIADO,NO,FREELANCER,57,120,9000,0,950,1290
2236,BUENO,17,PROPIA,60,57,CASADO,NO,FIJO,60,106,4000,0,870,979
2237,BUENO,14,OTRO,48,46,CASADO,NO,FIJO,60,100,0,0,800,1651
2238,BUENO,3,RENTADA,36,23,CASADO,NO,MEDIO TIEMPO,53,79,0,0,600,650
2239,BUENO,1,RENTADA,48,34,SOLTERO,NO,FIJO,45,98,6000,800,900,980
2240,BUENO,17,PROPIA,36,38,CASADO,NO,FREELANCER,75,0,19000,800,700,795
2241,BUENO,35,PROPIA,60,52,CASADO,NO,FREELANCER,45,90,14000,0,2900,4600
2242,BUENO,1,PADRES,48,22,SOLTERO,NO,FIJO,35,210,0,0,1575,2082
2243,BUENO,12,PROPIA,60,27,CASADO,NO,FIJO,60,160,2500,270,1400,1461
2244,BUENO,2,PROPIA,60,27,CASADO,NO,FIJO,45,120,5000,400,1000,1140
2245,BUENO,7,OTRO,60,26,CASADO,SÍ,FIJO,45,211,0,0,1400,1531
2246,MALO,17,PROPIA,60,46,CASADO,SÍ,FIJO,75,80,3000,0,900,1286
2247,BUENO,1,OTRO,60,23,SOLTERO,NO,MEDIO TIEMPO,35,70,0,0,1050,1190
2248,BUENO,3,PROPIA,60,60,CASADO,SÍ,OTRO,45,67,10000,0,1000,1683
2249,BUENO,7,PADRES,60,27,CASADO,NO,FREELANCER,45,71,0,0,1500,1800
2250,BUENO,13,RENTADA,60,36,CASADO,NO,FIJO,84,92,0,0,1200,1271
2251,BUENO,15,PADRES,24,46,CASADO,NO,FIJO,60,158,0,0,1000,1923
2252,BUENO,0,PROPIA,12,65,CASADO,NO,OTRO,60,115,3500,0,200,431
2253,MALO,0,RENTADA,24,30,CASADO,NO,MEDIO TIEMPO,83,80,0,0,500,650
2254,BUENO,5,RENTADA,60,37,CASADO,NO,FIJO,93,176,0,0,1800,2450
2255,BUENO,10,PROPIA,36,56,CASADO,SÍ,FREELANCER,90,321,26000,0,975,1576
2256,BUENO,7,PROPIA,36,24,CASADO,NO,FIJO,60,112,3500,0,1100,1460
2257,BUENO,2,PADRES,36,20,SOLTERO,NO,FREELANCER,45,0,0,0,1000,1310
2258,MALO,0,RENTADA,60,28,CASADO,NO,FIJO,53,75,0,0,1100,1168
2259,BUENO,10,PROPIA,24,50,CASADO,NO,FREELANCER,60,100,4000,0,700,1461
2260,BUENO,2,RENTADA,48,31,SOLTERO,NO,FIJO,43,75,0,0,800,900
2261,BUENO,12,PROPIA,48,51,CASADO,NO,FIJO,60,80,10000,0,1600,1661
2262,BUENO,2,RENTADA,60,30,CASADO,NO,FIJO,92,170,0,0,1300,1525
2263,BUENO,20,OTRO,60,62,CASADO,NO,OTRO,75,140,0,0,1300,1371
2264,MALO,0,PROPIA,60,38,CASADO,SÍ,MEDIO TIEMPO,75,120,3500,0,1500,1702
2265,BUENO,12,PROPIA,60,50,CASADO,NO,FIJO,60,100,8000,0,1050,1657
2266,BUENO,15,PROPIA,48,44,CASADO,NO,FIJO,60,200,3500,200,800,1218
2267,MALO,0,RENTADA,60,41,CASADO,SÍ,FIJO,95,50,7000,4000,1600,1601
2268,MALO,20,PRIVADA,60,40,CASADO,NO,FIJO,75,83,3000,0,1300,1435
2269,BUENO,5,PROPIA,60,37,CASADO,SÍ,FREELANCER,75,75,12000,0,900,1014
2270,BUENO,18,OTRO,48,50,CASADO,NO,FREELANCER,75,62,5000,0,1700,2437
2271,BUENO,6,PADRES,60,24,SEPARADO,NO,FIJO,45,220,3000,0,1600,1700
2272,BUENO,5,PROPIA,36,46,CASADO,NO,FREELANCER,60,100,4000,0,1100,1897
2273,BUENO,11,RENTADA,24,26,SOLTERO,NO,FIJO,59,137,2500,0,350,1158
2274,BUENO,1,RENTADA,48,27,SOLTERO,NO,FIJO,45,97,0,0,850,1000
2275,BUENO,22,PROPIA,24,46,CASADO,NO,FIJO,60,100,10500,0,900,1635
2276,BUENO,2,PRIVADA,48,34,CASADO,NO,FIJO,90,170,6000,0,1280,1879
2277,MALO,6,PROPIA,36,42,CASADO,NO,FIJO,105,151,48000,0,1635,1635
2278,MALO,0,PROPIA,36,21,SOLTERO,SÍ,MEDIO TIEMPO,35,115,2000,0,700,900
2279,BUENO,15,OTRO,48,60,CASADO,NO,FIJO,60,153,0,0,450,1188
2280,MALO,0,OTRO,60,42,CASADO,SÍ,FIJO,165,0,0,0,1300,1750
2281,BUENO,14,RENTADA,60,46,CASADO,NO,FREELANCER,67,67,0,0,1500,2250
2282,MALO,6,OTRO,24,23,SOLTERO,SÍ,FIJO,35,135,0,0,250,250
2283,BUENO,5,RENTADA,48,29,CASADO,NO,FIJO,78,177,4000,0,700,960
2284,MALO,2,PADRES,48,28,SEPARADO,NO,FREELANCER,35,140,0,0,1000,1100
2285,BUENO,14,RENTADA,48,43,CASADO,NO,FIJO,54,85,2000,0,500,800
2286,BUENO,26,PROPIA,48,42,CASADO,NO,FIJO,60,95,6500,0,1180,1442
2287,BUENO,0,PADRES,36,32,SOLTERO,NO,FIJO,35,119,3000,0,1000,1345
2288,BUENO,29,PROPIA,12,53,CASADO,NO,FIJO,45,145,27000,0,500,1230
2289,BUENO,4,RENTADA,48,28,SOLTERO,NO,FIJO,45,100,0,0,750,954
